"Code","Name","Detail"
"  CHN101","  APPLIED CHEMISTRY","WATER TREATMENT AND ITS ANALYSIS Boiler feed water and its problems,  7 Water Softening techniques, Domestic Water treatment, Chemical Analysis and related numerical problems     POLYMER CHEMISTRY Classification, Mechanism and methods of polymerization,  5 preparation, properties and uses of few engineering     SOLID STATE CHEMISTRY Introduction to structure and bonding-ionic solids, crystal  6 defects and applications of defect structure (transistors, rectifiers, photovoltaic cells and computer chips)Introduction to ceramics     LUBRICANTS/ FUEL CELL TECHNOLOGY/CORROSION Functions mechanism,  6 classification, properties and analysis of Lubricants and related numerical problems Introduction to electrochemistry, types of electrodes, Reference electrodes, Ion-selective electrodes, Concentration cells, Batteries, Fuel cells/ Types of corrosion, dry and wet corrosion and their mechanisms, types of electrochemical corrosion, factors influencing corrosion, Prevention of corrosion     ATOMIC AND MOLECULAR SPECTROSCOPY AAS- Principle, instrumentation and  10 applications of UV,IR and NMR spectroscopy and related problems     COORDINATION CHEMISTRY Crystal Field Theory, Splitting of octahedral,  4 tetrahedral and square planner complexes, Applications of crystal field theory     AROMATIC ELECTROPHILIC AND NUCLEOPHILIC SUBSTITUTION Reaction mechanisms and applications              Course"
"  CHN-102","  PHYSICAL CHEMISTRY","s     CHEMICAL EQUILIBRIUM  General characteristics of chemical equilibrium, thermodynamic derivation of the law of chemical equilibrium, Van’t Hoff reaction isotherm Relation between Kp, Ke and Kx Temperature dependence of equilibrium constant-Van’t Hoff equation, Le Chatelier’s principle)  4     SOLUTIONS Ideal and non-ideal solutions, Raoults’s law, change of free energy, enthalpy, and entropy on mixing of liquids, distillation of binary solutions Partially miscible liquids such as Phenol- water, triethylamine- water, and Nicotine- water systems Henry’s law, Nernst distribution law, Colligative properties of dilute solutions Abnormal molar mass, degree of dissociation and association of solutes     CHEMICAL KINETICS Rate equation of reactions of various orders, rate mechanism, kinetics of complex reactions Concept of energy barrier and energy of activation Theories of reaction rates, measurement of extent of reaction, zero order reactions Rates of flow systems Lindemann theory of unimolecular reactions     SURFACE PHENOMENA Adsorption of gases by solids Types of adsorption, adsorption isotherms, Langmuir’s adsorption equation, BET equation for determination of surface area of adsorbents, applications of adsorption, catalysis, kinetics of surface reactions Introduction to micelles, emulsions and gels     PHASE EQUILIBRIA  Phase rule and its thermodynamic derivation One component systems-water, sulphur, Two component systems, construction and interpretation of general phase diagrams for liquid-vapour, liquid-liquid and liquid-solid systems Eutectics, freezing mixtures, ultra purity, zone refining     ELECTROCHEMISTRY Conductance of electrolytic solutions, transference number and its determination, Kohlrausch’s law of independent migration of ions, Interionic attraction theory, activity and activity coefficients of strong electrolytes, ionic equilibria Ionizaton of water, ionization constants of weak acids and weak bases, hydrolysis, pH, common ion effect, solubility product and salt effect     ELECTROCHEMICAL CELLS Reversible and irreversible cells, em-f and its measurement, cell reactions and emf, thermodynamics of electrode potentials, half- cell potential and its determination, Nernst equation, concentration cells, liquid junction potential, determination of activity co-efficient from cell potential data, potentiometric titrations"
"  CHN-103","  INORGANIC CHEMISTRY"," 1 QUANTUM THEORY AND ATOMIC STRUCTURE Introduction to wave mechanics,  4  the Schrodinger equation, the Schrodinger equation as applied to hydrogen atom, the origin of quantum numbers and shapes of orbitals     2 CHEMICAL BONDING Molecular orbital and valence bond theories of bond formation  7 and application of molecular orbital theory to the formation of homonuclear and heteronuclear diatomic molecules     3 THE SOLID STATE A recapitulation of close packing of spheres, structures of NaCl,  4 CsCl, ZnS, CaF2, crystal defects and applications of defect structures (transistors, rectifiers, photovoltaic cells and computer chips)     4 COORDINATION COMPOUNDS Part 1Werer’s theory, effective atomic number,  6 bonding of transition metal complexes valence bond theory, crystal field theory, crystal field splitting in tetrahedral, octahedral and distorted octahedral (square planar) crystal fields Thermodynamic aspects of coordination compounds (crystal field stabilization energies of octahedral and tetrahedral complexes, spectrochemical series)        5 COORDINATION COMPOUNDS Part2 Kinetic aspects of coordination compounds  6 (substitution reactions in complexes with coordination number 4 and 6 and their mechanism - SN}, SN?) Magnetic behaviour of complexes — Para magnetism, diamagnetism, ferromagnetism and antiferromagnetism and measurement ofmagnetic susceptibility of complexes by Guoy’s method6 ORGANOMETALLIC COMPOUNDS Nomenclature, types of ligands and bonding in  5 organometallic compounds, use of organometallics in industry     7 INORGANIC POLYMERS TYPES of inorganic polymers, polyphosphazenes,  5 polysiloxanes —their structures and properties     8 ROLE OF METALS IN BIOLOGICAL SYSTEMS Bio-inorganic Chemistry of Iron —  5 Heme proteins  Non-Heme iron proteins bioinorganic chemistry of cobalt-vitamin B12 and metalloenzymes           Course"
"  CHN-104","  PHYSICAL CHEMISTRY"," 1 CHEMICAL EQUILIBRIUM thermodynamic derivation of the law of chemical  5  equilibrium, Van’t Hoff reaction isotherm Relation between Kp, Ke and Kx Temperature dependence of equilibrium constant- Le Chatelier’s principle     2 SOLUTIONS Raoults’s law, change of free energy, enthalpy, and entropy on mixing of  8 liquids, distillation of binary solutions Partially miscible liquids Henry’s law, Nernst distribution law, Colligative properties of dilute solutions Abnormal molar mass, degree of dissociation and association of solutes     3 CHEMICAL KINETICS Rate equation of various orders, rate mechanism, kinetics of  8 complex reactions Theories of reaction rates, measurement of extent of reaction, Rates of flow systems Lindemann theory of unimolecular reactions        4 SURFACE PHENOMENA Adsorption of gases by solids, adsorption isotherms,  6 Langmuir’s adsorption equation, BET equation for determination of surface area of adsorbents, applications of adsorption, catalysis, kinetics of surface reactions Introduction to micelles, emulsions and gelsPHASE EQUILIBRIA  Phase rule and its thermodynamic derivation One component  6 systems-water, sulphur, Two component systems, construction and interpretation of general phase diagrams for liquid-vapour, liquid-liquid and liquid-solid systems Eutectics, freezing mixtures, ultra purity, zone refining     ELECTROCHEMISTRY transference number and its determination, Kohlrausch’s law of  5 independent migration of ions, Interionic attraction theory, activity and activity coefficients of strong electrolytes, ionic equilibria Ionizaton of water, ionization constants of weak acids and weak bases, common ion effect, solubility product and salt effect     ELECTROCHEMICAL CELLS Reversible and irreversible cells, emf and its  4 measurement, cell reactions and emf, thermodynamics of electrode potentials, half- cell potential and its determination, Nernst equation, concentration cells, liquid junction potential, determination of activity co-efficient from cell potential data, potentiometric titrations           Course"
" HSS 101"," ETHICS AND SELF AWARENESS"," 1 INTRODUCTION TO ETHICS 6 Concept of Ethics — Nature, Scope, Sources, Types, Functions and Factors influencing Ethics, Approaches to Ethics — Psychological, Philosophical and Social, Broader Ethical Issues in Society 2 VALUES, NORMS, STANDARDS AND MORALITY 4 Concept and Role, Relation with Ethics, Psycho-Social Theories of Moral Development — Kohlberg and Carol Gilligan 3 ETHICS AND BUSINESS 5 Concept of Business Ethics — Nature, Objectives and Factors influencing Business Ethics, 3 C’s of Business Ethics, Ethics in Business Activities, Ethical Dilemmas in Business, Managing Ethics 4 SELF-AWARENESS 4 Concept of Self Awareness — Need, Elements, Self Assessment - SWOT Analysis, Self Concepts — Self-Knowledge, Assertiveness and Self-Confidence, Self-Esteem 5 SELF-DEVELOPMENT 9 Concept of Self-Development, Social Intelligence, Emotional Intelligence, Managing Time and Stress, Positive Human Qualities (Self-Efficacy, Empathy, Gratitude, Compassion, Forgiveness and Motivation), Personality Development Models — Johari Window, Transactional Analysis, Myers Briggs Type Indicator, Self-Awareness and Self- Development Exercises Course"
" HSS 102"," __  COMMUNICATION SKILLS (BASIC"," 1 FUNDAMENTALS OF COMMUNICATION SKILLS 3 Scope and Significance of Communication Skills, Listening, Speaking, Reading and Writing WRITING SKILLS 3 2 Basics of Grammar — Placing of Subject and Verb, Parts of Speech, Uses of Tenses, Active- Passive, Narration ‘VOCABULARY BUILDING AND WRITING 3 3 Word Formation  Synonyms, Antonyms, Words Often Confused, One-Word Substitutes, Idioms and Phrasal Verbs, Abbreviations of Scientific and Technical Words 4 SPEAKING SKILLS 3 Introduction to Phonetic Sounds  Articulation, Word Accent, Rhythm and Intonation 5 READING AND COMPREHENSION 2 Two comprehensive prose passages z Z Number of"
"  HSS 103","  COMMUNICATION SKILLS (ADVANCED)"," INTRODUCTION TO COMMUNICATION PROCESS 3 1 Scope, Significance, Types and Levels, Technical Communication, Tools of Effective Communication SPEAKING SKILLS AND PERSONALITY DEVELOPMENT 6 2 Interpersonal Communication, Oral Presentation, Body Language and Voice Modulation (Para linguistics and Non- Verbal), Negotiation and Persuasion, Group Discussion, Interview Techniques (Telephonic and Video Conferencing) ADVANCED Technical Writing 4 3 Job Application, CV Writing, Business Letters, Memos, Minutes, Notices, Report Writing  Structure, E-mail Etiquette, Blog Writing 4 COMMUNICATION AND MEDIA 1 Social and Political Context of Communication, Recent Developments in Media - - Number of"
"  HSS 201","  ECONOMICS"," INTRODUCTION TO ECONOMICS 3 1 Nature of Economics, Economic Thoughts, Economic Activities, Relationship of Economics with other Social Sciences and Engineering THEORY OF CONSUMER BEHAVIOUR 9  Demand Types, Law of Demand, Demand Supply Curve, Determinants of Demand and Change in Demand (Movement of Demand and Shift of Demand) with Case Studies  2 Elasticity of Demand Nature, Degrees, Types, Factors Affecting Elasticity of Demand and its Application in present scenario  Laws of Consumption Concept and Applicability of Law of Diminishing Marginal Utility and Law of Equi-Marginal Utility     THEORY OF PRODUCTION AND COST 5 Cost Concept and Types  Production Concept, Scale of Production, Law of Variable Proportion Returns to Factor and Returns to Scale Causes and Implications Economies and Diseconomies of Scale Concept and Types  Relevance of Production and Cost Concept in present context     THEORY OF MARKET 5 Market Concept and Types (Perfect Competition, Monopoly and Monopolistic Competition),  Nature and Relevance of different Markets in present scenario — Case Study        BASIC CONCEPTS OF MACRO ECONOMICS 6 5 National Income Concept and Measurement Methods, Determination of Equilibrium of IncomeInflation Concept, Causes and Effect of Inflation, Measures to Control Inflation, Case Study on Impact of Inflation           Course"
" HSS 202"," PSYCHOLOGY"," INTRODUCTION TO PSYCHOLOGY 4 Concept, Nature and Scope 1 Methods of Studying Human Behaviour — Introspection Method, Observation Method,  Experimental Method, Case History Method, Survey Method, Psychological Test Use Relevance of these Methods in present context              INTELLIGENCE 4 2 Concept and Determinants of Intelligence  Theories of Intelligence and its Application Spearman, Thurston, Guilford  PERSONALITY 4 3 Personality Concept, Determinants of Personality, Trait Paradigm (Eysenck),  Psychodynamic Paradigm (Freud), Measurement of Personality — Self Report Measures  (EPQ), Projective Measures (TAT), Hypothetical Measurement of Personality  MENTAL HEALTH AND STRESS 4 4 Mental Health Concept and Factors Affecting Mental Health  Stress Nature, Rections to Stress,"
" HSS 203","  SOCIOLOGY"," INTRODUCTION TO SOCIOLOGY 5 1 Sociology as a Science, Impact of Industrial and French Revolution on the Emergence of  Sociology, Contribution of Karl Marx, Emile Durkheim, Max Weber, Alwin Toeffler to Sociology and its Application in present scenario, Relevance of Sociology for Engineering        BASIC CONCEPTS 2 Society, Association, Institution, Culture Relativism, Social Structure, Social System,Socialization, Competition, Conflict, Accommodation, Social Mobility                    SOCIETY AND ECONOMY 4 Evolution of Society Primitive, Agrarian, Industrial and Post-Industial,  3 Economic Systems of Simple and Complex Societies,  Sociological Dimensions of Economic Life, Market (free) Economy and Controlled (planned) Economy INDUSTRIAL SOCIOLOGY 3  4 Nature and Scope of Industrial Sociology, Pre-Conditions and Consequences of Industrialization, Impact of Automation and Industrialization on Society with Case Study  5 SCIENCE AND TECHNOLOGY 2 Ethos of Science and Social Responsibility of Science SOCIAL CHANGE 4  6 Theories of Change and its Application to Sociology, Factors of Change,  Directed Social Change, Social Policy and Social Development, Social Cost Benefit Analysis, Role of Engineers in Development  INDIAN SOCIETY 6 Traditional Hindu Social Organization, Caste System, Agrarian Society in India,  7 Social Consequences of Land Reforms and Green Revolution, Working of the Democratic Political System in a Traditional Society, Problem of Education in India, Gender Discrimination, Economic Reforms Liberalization, Privatization and Globalization, Strategies for Development in India, Case Studies  8 SOCIAL PROBLEMS 2  Concept of AIDS, Alcoholism, Drug Addiction, Corruption with Case Study           Course"
" HSS 204"," FRENCH"," 1 Introductions introduce yourself or someone else 2 2 Greetings 2 3 Alphabet / numbers 3 4 Communication in a class 3 5 Asking and answering basic questions name — age — nationality — profession — family, 3 friends, acquaintances 6 Giving the date / day / season / time / frequency of an event 2 7 Locating a place / describing a city or a locality / giving information about one’s region, city  4 or country 8 Expressing quantities 2 9 Expressing one’s preferences / talk about one’s leisure time activities 3 10 Describing a person / talking about his/her nature 4 Course"
" HSM 401"," PRINCIPLES OF MANAGEMENT"," 1 INTRODUCTION TO MANAGEMENT 3 Nature of Management Art or Science, Principles and Functions of Management 2 EVOLUTION OF MANAGEMENT THOUGHT 6 Classical Theories Bureaucratic, Scientific and Administrative ApproachNeo-Classical Theories Human Relations and Human Behaviour Approach Modern Theories of Management Relevance of Management Thought in present scenario —- Management Cases                 PLANNING 4 3 Nature of Planning, Planning Process, Application of Planning Process in a Hypothetical Situation, Types of Planning, Types of Plans, Management by Objective (MBO) ORGANIZING 4 4 Concept of Organization, Departmentation, Forms of Organization Structure Analysis of Organization Structure — Case Studies Hypothetical Formation of an Organization STAFFING 6 Human Resource Planning HRP Process, Job Analysis Job Description, Job Specifications and Used of Job Analysis 5 Recruitment Sources and Methods Selection Selection Process, Role Playing and Case Study on Selection Tests and Interviews Training and Development Techniques, Performance Appraisal Methods Case Study on Staffing Practices DIRECTING 3 6 Concept, Leadership Importance and Styles, Motivation Theories and their relevance in present scenario, Communication Process, Types and Barriers of Communication Management Game on Leadership, Motivation and Communication 7 CONTROLLING 2  Nature and Process of Controlling, Requirements for Effective Controlling           Course"
"  HSM 402","  BUSINESS ENVIRONMENT AND BUSINESS LAWS"," INTRODUCTION TO BUSINESS a 1 Scope and Characteristics of Business, Classification of Business Activities Forms of Ownership of Business Sole Proprietorship, Partnership and Company BUSINESS ENVIRONMENT 7 Internal Environment Concept and Elements (Value System, Vision Mission Objectives, Management Structure, Human Resources, Company Image etc) 2 SWOT Analysis Concept and Case Study External Environment Micro Environment (Suppliers, Customers, Competitors, Market Intermediaries etc) and Macro Environment — PESTEL Analysis (Political, Economic, Social, Technological, Ecological and Legal), Case Study on Impact of Environment on Business GLOBALIZATION 4 3 Concept, Pros and Cons of Globalization, Impact of Global Environment on Business Globalization of Company — Case Study CORPORATE SOCIAL RESPONSIBILITY 2 4 Concept, Social Responsibility towards different stakeholders, Rationale for CSR CSR — Case Studies 5 CORPORATE GOVERNANCE 3 Concept, Elements and Essentials of Good Governance 6 CONTRACT LAW 3 Concept, Types and Essentials Elements of Contract PARTNERSHIP LAW 2 7 Nature of Partnership, Provisions of Partnership Act, Issues Related to Partnership Firm, Hypothetical Formation of a Partnership Firm COMPANY LAW 2 8 Nature of Company, Provisions of Company Act, Issues Related to Incorporation of  Company, Hypothetical Formation of a Company           Course"
"  HSM 403","  ENTREPRENEURSHIP AND PROJECT MANAGEMENT"," INTRODUCTION TO ENTREPRENEURSHIP 6 1 Concept of Entrepreneurship, Characteristics and Functions of Entrepreneur Forms of Ownership of Business, Factors Affecting Entrepreneurship Case Studies of Entrepreneurs ‘WOMEN ENTREPRENEURSHIP 2 2 Nature of Women Entrepreneurship, Problems of Women Entrepreneurs, Institutional Initiatives for Promotion of Women Entrepreneurs MICRO, SMALL AND MEDIUM ENTERPRISES (MSMES) 2 3 Concept of MSMEs, Schemes of MSMEs Functions of Entrepreneurial Development Programmes (EDPs) PROJECT IDENTIFICATION 2  4 Idea Generation, Project Life Cycle, Concept of SWOT Analysis SWOT Analysis of Selected Project                    PROJECT PLANNING AND FORMULATION a Elements of Project Formulation Product, Technical (Location, Scale, Technology, 5 Production Process, Layout, Manpower, Resources etc), Market, Finance and Economic Aspects Feasibility Analysis Financial Viability and Profitability, and Socio-Economic Desirability PROJECT REPORT 2 6 Formulation of Business Plan and Project Report, Hypothetical Example of a Real-Life Project FINANCE AND MARKETING FUNCTION 5 7 Concept of Finance, Finance Related Terminologies, Sources of Finance, Cost Estimations Marketing Mix Product, Place, Price, Promotion, People, Process and Physical Evidence Marketing Segmentation Targeting and Positioning DISCUSSIONS ON ADDITIONAL READING (any one of the following in the semester)  2 - The New Age Entrepreneurs 8 - The $100 Startup Fire your Boss, Do what you Love and Work Better to Live More  - A Guide to Entrepreneurship - Dhandha How Gujaratis Do Business - Rokda How Baniyas Do Business- Take Me Home - Business Families of Ludhiana           Course"
" HSM 404"," FINANCIAL MANAGEMENT"," INTRODUCTION TO FINANCIAL MANAGEMENT 3 1 Concept of Finance, Terminology Related to Finance, Financial Decisions, Factors Affecting Financial Decisions, Risk-Return Trade-Off 2 FINANCIAL SYSTEM 2 Concept and Role of Financial System in Indian Economy FINANCIAL MARKETS AND INSTRUMENTS 5  Concept and Relevance of Money Market and Capital Market Money Market Instruments Call Money, Treasury Bills, Commercial Papers, Certificate of        3 Deposits  Capital Market Instruments Equity Shares, Preference Shares and Debentures  Hypothetical Trading in Financial Markets  FINANCIAL SERVICES 6 4 Nature and Functions of Financial Services Merchant Banking, Mutual Funds, Factoring,        Forfaiting, Credit RatingCase Study on Financial Services                 FINANCIAL INSTITUTIONS 2 5 Nature and Functions of Financial Institutions Reserve Bank of India (RBI), Securities and  Exchange Board of India (SEBI), Discount and Finance House of India (DFHI)  LONG TERM INVESTMENT DECISIONS 3 6 Capital Budgeting Concept, Importance, Factors  Techniques/Methods with Numerical Applications (Pay Back Period, Accounting Rate of  Return, Net Present Value, Internal Rate of Return and Profitability Index), Case Study  SHORT TERM INVESTMENT DECISIONS 2 7 Working Capital Nature, Type and Factors Affecting the Requirement of Working Capital,  Case Study  FINANCING DECISIONS 3 8 Capital Structure Essentials and Approaches of Capital Structure  Sources of Finance (long-term and short-term), Financial Leverage Concept and Numerical  Application, Case Study  DIVIDEND DECISIONS 2 9 Types of Dividend, Dividend Policy Nature and Factors Affecting Dividend Policy,  Case Study           Course"
"  HSM 405"," MARKETING MANAGEMENT","s     INTRODUCTION TO MARKETING Concepts, Role, Scope and Types of Marketing, Case Study on Marketing Management  3     MARKETING RESEARCH Scope and Process of Marketing Research, Hypothetical Marketing Research Analysis  3     CONSUMER AND BUSINESS MARKETS  Types of Markets, Building Customer Value  Consumer and Business Buying Behaviour Factors Influencing Behaviour and Buying Decision Process     SELECTION OF MARKETS Segmentation Factors and Bases, Targeting and Positioning Preparation of STP of Selected Product     MARKETING MIX  7 P’s of Marketing Mix Product, Price, Physical Distribution, Promotion, People, Process and Physical Evidence  Formulation of Marketing Mix of Selected Product     PRODUCT DECISIONS Product (Good or Service) Characteristics, Product Life-Cycle, Packaging and Branding, Product Development and Management     PRICING DECISIONS Pricing Policies and Strategies, Factors Influencing Pricing     PHYSICAL DISTRIBUTION DECISIONS Marketing Channels, Channel Players, Physical Distribution, Managing Distribution, Analysis of Supply Chain Management — Case Studies     PROMOTION DECISIONS  Nature of Promotion Decisions, Managing Mass Communication and Personal Communication  Analysis of Promotional Strategies — Case Studies           Course"
"  HSM 406","  HUMAN RESOURCE MANAGEMENT"," 1 INTRODUCTION TO HUMAN RESOURCE MANAGEMENT 4 HRM Nature, Scope, Functions, HRM Practices and Problems in India with Case Studies 2 HUMAN RESOURCE PLANNING (HRP) 3 Concept and Process of HRP, Factors Affecting HRP JOB ANALYSIS AND DESIGNING 3 3 Uses and Process of Job Analysis, Job Description and Job Specification Features and Hypothetical Formulation, Job Designing Job Enrichment, Job Enlargement RECRUITMENT AND SELECTION 4 4 Recruitment Sources and Methods Selection Selection Process, Selection Tests, Types and Nature of Interviews Role Playing and Case Study on Selection Process, Tests and Interview 5 INDUCTION AND INTERNAL MOBILITY 3 Induction Programme, Need and Scope of Internal Mobility Transfer, Promotion, Demotion TRAINING AND DEVELOPMENT 4 6 Training Need and Methods, Management Development Need, Methods and Management Development Programme HRM Games for Development of Employees PERFORMANCE APPRAISAL AND COMPENSATION 4  7 Nature and Methods of Performance Appraisal, Hypothetical Performance Appraisal Compensation Financial and Non-Financial Benefits     EMPLOYEE HEALTH AND SAFETY 3 Concept, Issues related to Health and Safety, Workplace Health Hazards           Course"
"  CSN104","  COMPUTER PROGRAMMING (BASIC)"," INTRODUCTION TO PROGRAMMING 4 Evolution of languages Machine languages, Assembly languages, High-level languages  1 Software requirements for programming System softwares like operating system, compiler, linker, loader Application programs like editor Algorithm, specification of algorithm Flowcharts  PROGRAMMING IN C 2  2 Data types in C, Formatted input-output for printing integer, floating point numbers, characters and strings  OPERATORS AND EXPRESSION 6 Expressions in C and their evaluation Precedence and associativity rules Operators arithmetic operators, relational operators, logical operations, bitwise operators, miscellaneous operators  STATEMENTS 6  4 Decision making structures if, if-else, nested if and if-else, switch Control structures for, while, do-while Role of statements like break, continue, goto  5 ARRAYS 6 Concept and use of arrays, declaration and usage of arrays, 2-dimensional arrays  FUNCTIONS 4  6 Advantage of modularizing C program into functions, function definition and function invocation Methods of passing parameters to a function call-by-value, call-by-reference Passing arrays to functions, Recursion, Library functions  POINTERS 4  @ Pointer declaration and initialization, constant pointers, pointers to constant objects, pointer arithmetic, relationship between pointer and arrays  8 SCOPE AND LIFETIMES 2 Scope and lifetime of a variable, storage classes auto and typedef  USER-DEFINED DATA TYPES 6 Structures- definition, declaration, use, accessing structure members directly or through pointer structure, structure having arrays and pointers as members, self referential structures, passing structures to functions Unions definition, declaration, use, accessing union members directly or through pointer structure  FILES 2  Concepts of files and basic file operations           Course"
"  CSN105","  COMPUTER PROGRAMMING (ADVANCED)"," INTRODUCTION TO STRUCTURED PROGRAMMING 6  1 Introduction to topics decision making, Iteration, functions functions with variable number of arguments, multiple file programs, concept of linking  ARRAYS 6  2 Array declaration and use, Two-dimensional arrays and multi-dimensional arrays Strings and Character arrays Operations on arrays such as insertion, searching, sorting, merging POINTERS 6  3 Pointer expression, pointer arithmetic, pointer to array, pointer to functions, dynamic memory allocation, dynamic allocation of arrays Call functions through function pointers, Accessing members of arrays through pointers  PREPROCESSOR DIRECTIVES 6  4 Introduction, Various preprocessor directives, macros with and without arguments, conditional compilation  STRUCTURE, UNION, ENUMERATION AND BIT-FIELDS 8 Definition, declaration and initialization, structures containing arrays, array of structures,  5 structure having structures, pointers to structures, self-referential structures, dynamic allocation of structures Unions Definition, declaration and initialization Concepts of interrupts interrupt programming, enumerations and bit-fields  6 FILES 4 Concept of file, file operations, text mode and binary mode, command line arguments INTRODUCTION TO OBJECT ORIENTED PROGRAMMING 3  7 Classes and objects, basic features of object oriented programming like encapsulation, abstraction, polymorphism, etc  APPLICATIONS 3)  8 Projects related to the development of Terminate and Stay resident (TSRs), graphical  applications, text-editors, etc           Course"
"  ESC 101"," ENGINEERING DRAWING"," 1 Introduction to Engg Graphics, System of Projections, Orthographic projections, Lettering, 2 Dimensioning rules Projections of points and lines, Projection of lines on different planes, Traces and true 2 2 2 length of the lines 3 Projections of planes/laminae on reference planes, classification of Primary and secondary 2 planes, examples 4 Classification of solids, Projections of solids on the basis of positions of the axis of various 3 solids on reference planes 5 Sectioning of solids, True and apparent sections, sectioning on the basis of position of 3 section planes 6 Developments of surfaces, Parallel line, Radial line and Triangulation methods of 3 development of right and oblique solids General introduction to Perspective projection, isometric views, Isometric lines  Axes, 3 7 Four centre and off set method of drawing ellipse from circle, conversion of orthographic views to isometric views and vise-versa 8 Introduction to AutoCAD software for drawing of 2D projections, practical exercises on 10 points, lines, planes and solids 3 e Number of"
" ESC102"," FLUID MECHANICS","  INTRODUCTION 4 1 Fluids, Brief history of Fluid Mechanics, Properties of Fluid, Viscosity, Capillarity, Surface  Tension, Compressibility, Normal and Shear Stresses in Fluid Flows, Regimes of Flow  FLUID STATICS 6 2 Pascal’s Law of measurement of pressure, Types of forces on a fluid system, manometers  and gauges, forces on partially and fully submerged bodies including that on curved  surfaces, Buoyancy, stability of floating bodies, centre of gravity, Metacentric height  KINEMATICS OF FLUID FLOW 4 3 Langrangian and Eulerian methods, description of properties in a moving fluid, local and  convective acceleration, Streamlines, Path lines, Streak lines, Laplace equation, Stream  function, velocity potential and flownets  DYNAMICS OF FLUID FLOW 8  Equation of conservation of mass, differential form of continuity equation External forces, 4 Euler’s equation of motion, Bernoulli’s equation, simple application to one dimensional  flow, linear momentum and angular momentum, momentum theorem, moment of  momentum theorem  VISCOUS FLOW 5 5 Pressure gradient in steady uniform flow, flow between parallel plates, Qualitative aspects of  viscous flows, Hagen-Poiseulli’s flow, Transition from laminar to turbulent flow, turbulent  flow in circular pipe, Navier Stokes equation (without derivation)  FLOW THROUGH PIPES 5 6 Introduction, energy and hydraulics grade line, non-dimensional formulation of the pipe flow  problem, head losses in pipes  pipe fittings, pipe in series  parallel, reservoir problem  DIMENSIONAL ANALYSIS AND SIMILITUDE 4 7 Buckingham’s Theorem, non-dimensional groups, Geometric, Kinematic and Dynamic  Similarity, Hydraulic Models  FLOW MEASUREMENT 6 8 Venturimeter, orifice meter, Pitot tube, Orifices, mouth pieces, notches, weirs, Current     meter"
"  ESC 103","  INTRODUCTION TO MANUFACTURING","  INTRODUCTION 3  1 Classification of manufacturing processes, classification of engineering materials, comparison of material properties of metals, ceramics and plastics, crystal structures, strain hardening effects, stress-strain curves Safety measures in workshop MATERIALS AND HEAT TREATMENT 4  2 Objective of heat treatment, classification of heat treatment, annealing, normalizing, hardening  tempering, case hardening, carburizing, nitriding, flame hardening, induction hardening, applications of heat treatment FOUNDRY 4 Pattern, properties of pattern material, types of pattern, cores Types of sand, moulding sand  3 ingredients Types of moulding processes Types of casting processes sand casting, shell  casting, investment casting and centrifugal casting Casting defects  remedies Case studies and applications        FORMING 3 4 Metal forming, types and applications, hot  cold working, forging, drawing, rolling and sheet metal operationsMACHINING 3  5 Metal removal processes, machines, single-point tool, cutting tool geometry, lathe - types, elements and main parts of lathe, drilling, milling and grinding machines Applications FINISHING 2  6 Surface finishing processes, principle and applications, lapping, honing, super finishing, polishing, buffing, electroplating, galvanizing  WELDING 3  7 Classification of welding processes, mechanism of arc formation, arc welding processes, gas welding, and resistance welding, principles and applications, welding defects, causes and remedies Soldering and brazing Applications and case studies in welding  PLASTICS MANUFACTURING 2  8 Types and properties of plastics, thermosetting and thermoplastic resins, elastomers Fabrications of plastics, injection moulding, blow moulding, extrusion moulding etc  MODERN MANUFACTURING PROCESSES 2  9 Introduction, classification, electric discharge machining (EDM), electro chemical machining (ECM), laser beam machining (LBM) and Rapid Prototyping Techniques Case studies on modern and hybrid manufacturing processes  CASE STUDIES 2  10 Considerations of selecting manufacturing processes for industrial products like compact disc, PCB and emerging technological applications  z Z Number of"
